-0.06490138,0.1181166,-0.07584533,-0.1109613,-0.08455512,-0.05726649,-0.05586808,0.01783802,-0.01968614,0.05864426,-0.0851887,0.08003207,-0.15094047,0.08758741,-0.02427895,0.01668134,-0.19654187,-0.12700714,0.11751713,0.20291602
0.06033466,-0.0535248,-0.01550804,0.06121224,-0.10443435,-0.03456319,-0.11714048,-0.06855868,0.09262164,-0.14816752,-0.05580578,-0.00284531,-0.14762924,0.02589,-0.2018691,0.01997403,0.04258643,-0.12700435,-0.04852188,0.05943076
-0.06236774,-0.05952364,0.16113237,-0.0348998,0.01641675,-0.16365771,0.05813656,-0.0128906,0.04328586,-0.0245109,-0.10854304,0.16808015,0.01764119,-0.20714396,0.02110893,-0.05828478,0.00181688,0.1494778,-0.04247967,0.16862432
0.03146714,0.0789805,-0.08012239,-0.03256543,0.02846763,0.13096182,0.01603733,-0.21181883,0.07070806,-0.10434136,0.10682066,-0.03172336,0.14796767,0.0699088,0.01590993,-0.09454805,-0.07930065,-0.2049239,-0.23588351,-0.16592693
-0.04722461,-0.00600882,0.04388786,0.02012222,-0.05832984,0.07647967,0.01407698,-0.03729369,0.01054669,0.12706243,0.04991299,-0.0397025,-0.17899682,-0.02668943,0.01784311,-0.04341922,0.04645132,-0.11214453,-0.03590751,0.05322667
0.00967238,0.0144143,0.18562089,0.11003349,-0.03641072,0.04719935,-0.08391068,-0.05236333,-0.13887663,0.0004248,-0.14047825,0.26290179,0.08195291,-0.14434107,-0.04997292,-0.0517959,-0.18027467,0.09884351,-0.03607528,0.11326595
-0.03643572,-0.00933122,0.04898065,0.14014313,-0.02742232,0.06758165,0.01905808,0.06703632,0.0208357,0.03278747,-0.08231973,0.03319056,0.03439139,0.0379748,0.10889393,0.09948592,0.02086095,-0.03991878,0.0506011,-0.01277635
0.01033994,0.02645414,0.00547991,0.02212521,0.00910058,-0.01501155,-0.05612966,-0.1799185,-0.04707274,-0.09025883,0.05478412,-0.07352078,0.14758632,0.05058231,0.06926638,0.01348813,-0.10687799,-0.01675921,-0.0462884,-0.12635642
0.00793041,0.04795934,-0.23603916,0.04440081,-0.03249895,0.00972059,0.11148055,-0.11570626,-0.04757126,0.0522585,0.08871437,0.00165481,0.09025417,0.11547838,0.08725338,-0.04691627,0.0596529,0.08360917,0.03044929,0.11553238
-0.15131383,-0.11369584,0.12721923,-0.11440585,-0.05261642,0.15781784,0.05786357,0.0578573,-0.14228058,-0.0190392,0.01860234,0.14839945,-0.06794692,-0.05300614,-0.08594944,0.13063556,-0.00863296,-0.2150373,0.00252318,-0.11356194
0.01518047,0.08165077,0.05777978,0.10638512,-0.08032387,0.07986274,-0.03150923,0.1186064,0.0084939,-0.1424976,-0.14541111,-0.18093165,-0.14629472,-0.01380675,-0.10055919,-0.27333043,0.1692405,-0.02833855,0.11221423,-0.03069485
0.13299239,0.2304717,0.08514289,0.05218386,0.32012933,-0.03304533,-0.08963556,-0.09939499,-0.18716688,0.14978693,-0.16324467,-0.08518169,0.10774003,-0.04400986,0.33279841,0.01037955,-0.07730788,0.06773744,-0.06968173,-0.00753512
