-0.06490138,0.1181166,-0.07584533,-0.1109613,-0.08455512,-0.05726649,-0.05586808,0.01783802,-0.01968614,0.05864426,-0.0851887,0.08003207,-0.15094047,0.08758741,-0.02427895,0.01668134,-0.19654187,-0.12700714,0.11751713,0.20291602,-0.02751572,0.06036584,0.17812519,0.17736583,-0.18651226,-0.10511071,-0.0417382,0.14021623,-0.1367747,-0.0292535,0.12708484,0.00660093,0.04512902,-0.03222097,0.07884092,0.0928736,-0.04907904,0.17972006,0.05906966,-0.06357857,0.06033466,-0.0535248,-0.01550804,0.06121224,-0.10443435,-0.03456319,-0.11714048,-0.06855868,0.09262164,-0.14816752
0.03654899,-0.10970612,0.1930213,0.06229361,0.06572843,-0.14633834,0.08539354,0.0580489,-0.0918601,0.07948651,0.05175351,0.04946145,0.06639297,-0.0710172,-0.13068376,-0.07415888,-0.14676592,-0.03916747,0.08416589,0.00827838,0.03146714,0.0789805,-0.08012239,-0.03256543,0.02846763,0.13096182,0.01603733,-0.21181883,0.07070806,-0.10434136,0.10682066,-0.03172336,0.14796767,0.0699088,0.01590993,-0.09454805,-0.07930065,-0.2049239,-0.23588351,-0.16592693,-0.09581238,0.02257299,0.02176654,-0.08232393,-0.1012768,0.12152579,0.01562754,-0.04002573,-0.04417791,0.04481023
0.00967238,0.0144143,0.18562089,0.11003349,-0.03641072,0.04719935,-0.08391068,-0.05236333,-0.13887663,0.0004248,-0.14047825,0.26290179,0.08195291,-0.14434107,-0.04997292,-0.0517959,-0.18027467,0.09884351,-0.03607528,0.11326595,0.04090183,0.08191214,0.03196615,0.24150057,-0.01140319,0.01180162,0.0999691,-0.0357659,-0.00550262,0.02414564,-0.27351803,0.01935141,-0.01453956,0.14545757,-0.03966894,0.17289032,0.02518925,-0.06185533,0.09763287,0.01309906,-0.03643572,-0.00933122,0.04898065,0.14014313,-0.02742232,0.06758165,0.01905808,0.06703632,0.0208357,0.03278747
0.04203941,-0.0324321,0.13410964,0.12136633,-0.05027848,-0.11163632,-0.0922072,-0.00010418,0.01534896,-0.09039699,-0.09383319,0.04338906,-0.01531533,0.04024378,-0.06525524,-0.19576909,0.00676932,-0.004732,-0.0696919,0.04575482,0.00793041,0.04795934,-0.23603916,0.04440081,-0.03249895,0.00972059,0.11148055,-0.11570626,-0.04757126,0.0522585,0.08871437,0.00165481,0.09025417,0.11547838,0.08725338,-0.04691627,0.0596529,0.08360917,0.03044929,0.11553238,-0.15715139,0.16364781,0.05548314,-0.05854321,-0.05104439,0.04927022,-0.06508255,0.09268725,-0.01881164,0.03208291
0.01518047,0.08165077,0.05777978,0.10638512,-0.08032387,0.07986274,-0.03150923,0.1186064,0.0084939,-0.1424976,-0.14541111,-0.18093165,-0.14629472,-0.01380675,-0.10055919,-0.27333043,0.1692405,-0.02833855,0.11221423,-0.03069485,-0.01685314,-0.00813077,-0.00377175,0.20913894,-0.04106296,0.29575702,-0.16873889,0.02902574,-0.14693524,0.04490618,-0.16958948,0.00604606,-0.11476125,0.19939362,0.09208917,0.16227008,-0.04875473,-0.11955819,-0.14194698,0.04682196,0.13299239,0.2304717,0.08514289,0.05218386,0.32012933,-0.03304533,-0.08963556,-0.09939499,-0.18716688,0.14978693
-0.03260227,0.02835021,-0.00115687,0.00362674,-0.1098303,0.03756826,0.01700548,0.1139668,0.16574637,0.03382479,-0.18189706,-0.08022713,-0.05744244,-0.02342555,-0.03052008,0.16394457,-0.18972356,0.13185196,0.0532359,0.06015977,0.04671887,0.02081815,-0.00575994,-0.30651857,-0.06124942,-0.00161619,0.07768998,-0.00900061,-0.01487887,-0.08877732,-0.07760915,0.06292275,-0.13158398,0.08987353,-0.0825132,-0.05755006,0.00253256,0.05625667,-0.01720964,-0.06481532,-0.01531448,0.00171237,0.08278073,0.06989248,-0.10061885,-0.2244176,0.01023009,0.0901808,-0.30057981,0.06592365
-0.09395634,-0.16094779,-0.02197881,-0.02774101,-0.08801452,0.05839309,-0.03639297,0.041669,0.12868263,-0.14039146,0.04442483,0.14408577,0.03328768,0.05159952,-0.02320614,0.06023451,0.06125377,-0.03920111,0.07108255,-0.18948225,0.13583287,-0.0911798,-0.01496364,-0.04011401,-0.05775825,0.20038541,-0.05096431,0.0088893,-0.00196981,-0.07380736,-0.11521638,-0.19476017,0.00262959,-0.08258933,-0.07179923,-0.1940978,0.09875455,-0.16631172,0.20633137,-0.20820361,0.02731616,-0.23767362,0.03794659,-0.09913203,0.00942174,0.06438017,-0.07829613,0.0148621,-0.0920779,0.11911216
0.08820325,-0.06144982,-0.01131869,0.07522321,0.05022536,0.17715138,0.00256906,-0.0005188,0.10343927,-0.16025832,0.0322434,0.23120269,0.0025913,-0.05099704,0.1390458,-0.14575637,0.06663064,0.02247302,0.2098755,0.04794454,0.0650313,-0.17261472,0.16036713,-0.05461804,-0.05103152,0.20986716,0.10218398,-0.02040255,-0.11489586,0.10573237,-0.00707032,-0.16616451,0.17254583,0.09811327,-0.00184084,0.13001624,-0.02820119,0.02424755,-0.02735525,0.00184179,-0.15374331,0.25413368,-0.04259902,-0.13051173,-0.06076439,-0.18819511,0.03891235,0.00277655,0.0014656,0.14766584
-0.02512516,0.05802742,-0.08596883,-0.02416931,-0.02353811,-0.05184726,-0.0949763,0.02395937,0.05587331,0.03503366,0.02751826,-0.10816744,-0.15346538,0.00242163,0.15714278,-0.20382317,-0.02051982,-0.01790218,-0.00103165,-0.12443884,-0.07043891,-0.10942659,0.1129088,0.11184478,-0.0225268,0.00718582,-0.13792214,0.00299115,-0.03974782,0.16917745,0.07551171,0.05238836,-0.04743686,-0.00197495,0.31379809,0.15527221,0.0062457,0.04462589,0.0216111,-0.0165013,-0.02611813,0.01283947,0.08428443,0.07643135,0.0220261,0.10405802,-0.132476,0.06355034,-0.16773685,-0.03144097
-0.0550095,-0.17339624,-0.03874186,-0.23651461,-0.0571256,0.00100689,0.1255723,-0.08207612,0.03054598,-2.91e-06,-0.22437715,-0.18633455,-0.01956061,0.12257221,-0.06035479,0.06782037,-0.07263206,-0.10727313,-0.13024862,-0.02296202,-0.06566547,0.03815221,-0.14487882,-0.09781131,-0.12243763,-0.10770526,0.06235831,-0.04578958,-0.05617591,0.01362076,0.10215031,0.19360889,0.15613559,0.1359023,-0.1864756,-0.17170614,-0.00618715,-0.0705292,0.11074356,-0.00447681,0.01185376,0.08782196,-0.00799467,0.05901456,-0.05547469,-0.06156671,-0.06890401,0.01165386,-0.08556046,0.07969084
